example_id,customer_message,current_intent,human_verified_intent,expected_behavior,gold_guidance,human_review_status,reviewer_notes
golden_076,"You sent me 4 payment failure, cancellation, delivery texts. I am confused. Is it because of Amazon Pay? What’s happening?",order_cancellation,order_cancellation,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_077,is there an email to cancel my prime membership? The app chat is a disaster. As is your prime service.,order_cancellation,prime_membership,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_078,"Refund is received 259 .
Item purchase price 285
Order cancel by mistake of your. 
&amp; You deducted 25. 
What's my fault?",order_cancellation,order_cancellation,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_079,"hello, my order hasn't arrived at the estimated delivery date so i want to cancel it.",order_cancellation,order_cancellation,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_080,ordered prime item. delivery next day. next day comes... nothing and now parcel is due tomorrow. Why do I pay for premium delivery? Cancelled it and now I have to wait for them to refund something they never sent... thinking I should cancel my prime now. Pointless.,order_cancellation,delivery_delay,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_081,"my order 171-0469366-3530742(echo dot) delivery date today, it is delyaed. If it is not delivered tomorrow morning, will cancel it",order_cancellation,delivery_delay,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_082,Hmm my last 3 orders with have either not been delivered or delivered late ... time to cancel my Prime membership?!,order_cancellation,prime_membership,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_083,To call you hv blocked my no. N mail you don't reply. I urge you please cancel my order it was my mistake I choose,order_cancellation,order_cancellation,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_084,"Ordered #OnePlus5T
This time too lied as 1Day #GuarantyDelivery. Every time U guys delayed my order, Now Canceling my #Order ,will never buy . #FalsePromised
#FalseSeller 
#cheapCourier #CheapManagment 
#CheapAmazon <URL>",order_cancellation,order_cancellation,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_085,please forward me a customer service contact. I have been billed for 2 items which I previously cancelled.,order_cancellation,payment_and_billing,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_086,So is it worth me cancelling prime?,order_cancellation,prime_membership,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_087,"920019__credit_card__ 
Honestly, just cancel it. Should have just gone to Walmart. USPS can’t be trusted to deliver on time",order_cancellation,order_cancellation,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_088,so I cancelled my subscription like months ago and money is still being taken from my account I never use amazon,order_cancellation,payment_and_billing,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_089,I have! My subscription is cancelled are still charging me.. why?,order_cancellation,payment_and_billing,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_090,whats happening with that persona 5 artbook? keeps being delayed i need some info or will have to cancel im afraid,order_cancellation,delivery_delay,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,VERIFIED,
golden_091,won't add my bank account information as a payment option??,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_092,Wondering when you purchase a gift card through your Amazon account... is that an electronic gift card (aka code) or a physical gift card?,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_093,"As per offer if I buy product through Amazon pay, then 10% cashback should get to Amazonpay balance account.Out of 3 item puma shoes casbak",payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_094,I'm thinking it's bc the visa was purchased with someone else's credit card with another zipcode,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_095,please help me. I loaded a visa gift card into my payment methods and the site won’t let me make purchases with it. Ideas?,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_096,"Please help me with my Order # 403-9241209-8411545
By mistake the billing address and shipping address got swapped. Request you to try and get the product delivered on my billing address instead of shipping address.",payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_097,money debited from bank but isn’t credited to amazon pay balance please sew to this asap <URL>,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_098,I was charged 79 pounds and I use .co.uk,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_099,need help. Want duplicate invoice of a purchase done whose account details are not available but shipping details are available,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_100,"Hi I’ve had 3 payments come out of my bank account to you but placed only one order, can you look into please",payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_101,I’ve been ripped off so much by I’ve been charged twice (£78 total) for a game. What is my life 🙃🙃🙃🙃,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_102,Amazon seller Cloudtail India Private Limited charged excess Amount than MRP. PFA for ur reference. What quality check in Amazon? <URL>,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_103,"i used my gift card in # 403-6112284-7792352 while chng paymnt option it got exprd and now allwg to reuse my gift crd, hw to use? <URL>",payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_104,i have amazon voucher bal 90rs.i get from sprite.can i do recharge using 90rs,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_105,"Alright - I need that invoice to my company name ""<URL> AG"" - not for ""[removed link] AG"" :-) #lol <URL>",payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_106,Those steps did not help. I did not make a purchase on Amazon so why was I charged ? <URL>,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_107,my card was charged twice for an order I did last week. Help!,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_108,really i need invoice of my order on but u guyz cant do that in proper process.. #shem,payment_and_billing,payment_and_billing,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,VERIFIED,
golden_109,your prime delivery is a disgrace. Order placed 4pm thurs 2nd Nov. Still not here. Next day delivery my a**e.,prime_membership,delivery_delay,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_110,It’s one of your lot it was a prime delivery!,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_111,"First world problems. But I'm getting sick of prime being more like ""maybe in a week?"" Ruined Halloween. <URL>",prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_112,I’m still mad that amazon didn’t get my order to me in two days when i pay for prime,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_113,"12+ hours since my last tweet and nothing. No updated tracker, no call. Can you see why I'm upset? Specially as I am starting my prime trail and was thinking to become a member afterwards.",prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_114,"What is the point of having a #prime membership , if you haven't received your product even after 3 days from ordering it ? 
#Amazon #AmazonPrime",prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_115,$108 was taken out my account for amazon prime and i didn't sign up for none of that shit,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_116,"this crap needs to stop! is NOT reliable way to ship our items. We pay for Prime, so this isn't acceptable! #PUTonPORCH!! <URL>",prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_117,any reason my last 2 prime purchases were delivered late? How does this justify my paying for prime?,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_118,"way to treat a prime membership holder , package at city since Thursday midnight but will be delivered on Saturday . Bravo <URL>",prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_119,Order package from with 2 day prime shipping on Tuesday. It's now Friday going into Saturday. Wonder why I pay for prime...,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_120,"No. Just surprised that something that is listed as ""fulfilled by amazon"" and is Amazon Prime takes a week to ship. :-/ I know y'all are busy and all, but dang.",prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_121,Hi Can you please look into my order no Order 402-3437332-3842757. It's been a week since now. What's point of Prime membership?,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_122,have been trying to contact prime chat based help for 30mins no response nothing,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_123,"LOL ouais en fait j’ai acheté un canapé voyez? Et je voulais mon plaid pour faire genre diva on the sofa ce soir. Mais bon ça va je suis pas à deux jours près. Ça devrait aller, JUSTE, arrêtez de faire du Colis Privé sur un service Prime. Pitié.",prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_124,"I want to subscribe to Amazon prime. Few question-
1) Are you coming up with any discount on Amazon prime membership in near future so that I can wait?
2) Can we change the address provided there?
3) What if 2 people are sharing the ID to get benefit?",prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_125,when did prime change from 2 day to 1 week?,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_126,im also a prime member and this thing has been ordered 5 days ago and should’ve been here Tuesday..,prime_membership,prime_membership,"Clarify Prime membership terms, benefits, or renewal charge, guide to 'Manage Your Prime Membership' page, and explain refund eligibility for unused renewal periods.",Provide clear directions to Manage Prime Membership; explain unused benefit refund policy; refrain from altering account settings without authenticated customer action.,VERIFIED,
golden_127,No have replied. I seldom log in here but I 'll make sure I do give u a knock everytime I log in should u not heed to ur cstmrs,account_access_security,service_complaint_escalation,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_128,I've been in email exchanges and on hold with a rep for 50 minutes still to no avail no one has been able to assist me,account_access_security,service_complaint_escalation,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_129,"Congrats you have locked my account due to fraud (it wasn't). Following instructions to reset my password, and still can't log in.",account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_130,"been trying to login to my account to place an order, but it won’t let me! What’s going on?! #Irritating",account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_131,Yr app on ipad keeps telling me my password is wrong - i am uninstalling and unsubscribing 30 mins after getting it,account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_132,I forgot my password for my account (__email__) and every time I reset my password I got this msg,account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_133,Third party seller. Please provide an email address where I can forward photo of the fake Nintendo classic and get help. Thank you.,account_access_security,service_complaint_escalation,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_134,"hey there, I’m experiencing lots of difficulties to log in. Can you please help me?",account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_135,That link takes me to a sign in page. I cannot sign in because my account was compromised. What do I need to do to talk to someone that can actually help me?,account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_136,Someone hacked my account and changed the email and password so I no longer have control of it at all. Someone help me please get my account back and tell me how I go about getting in contact with someone to help me.,account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_137,Can anyone please help me....my card was compromised on you site..I cannot get back into my account to change card numbers...I cannot fax a number as I dont have a fax facility..,account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_138,<URL> Wondering if its because I didn't sign in for a while. I have a non-active seller account (non biz). Is that why? :/,account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_139,"requested an item to be picked up on the 24th only for them to come on the 23rd!!! Ring your customer service line, get put on hold them hung up on!!! Bravo 👈🏻 sarcasm",account_access_security,service_complaint_escalation,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_140,Forget that. Maybe it is a login problem and Twitter's in-app browser. Why can't I see my messages sent to this seller and responses (if any) from him/her. Tell me what all order details u require so that u can contact the seller maybe,account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_141,"please help - it looks like my account has been hacked, my email and phone number changed which means I can’t speak to anyone!! Please give me a phone number or email address - large orders placed and money withdrawn from my account!!",account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_142,Your customer service is the worst I've ever seen. Been on hold for over an hour. It's clear the representative has no idea what she's doing or what step to take next with my issue. Get it together.,account_access_security,service_complaint_escalation,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_143,"I have sent 2 emails and am locked out of my account, no response. Fix this.",account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_144,how do you change a registered email address when you have no access to connected email? Link goes to email that’s closed!!!,account_access_security,account_access_security,"Provide secure password reset or Two-Step Verification recovery instructions, direct to official account recovery page, and emphasize account security.",Direct user to official Password Assistance / Account Recovery portal; never ask for password or OTP in response; reassure user regarding account safety.,VERIFIED,
golden_145,"FireTV is literally 5 feet from the wireless router and I'm pulling down 75Mbps from said router, so not a problem on my end.",digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_146,I bought the FireStick and it keeps giving me 5505 error about device location and supported locations. Where can I change these?,digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_147,"Neues Amazon Alexa App Update. Update ist da, nur man sieht in der App noch nichts. Daran muss Amazon noch werkeln. 😄",digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_148,"You people become a waste and fraud online website. , WHY donot you close these fraud operations",digital_services_technical,service_complaint_escalation,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_149,"worst eCommerce website in the world,purchased a Mi MAX2 on no cost EMI but seller is charging the Interest.hate amazon",digital_services_technical,payment_and_billing,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_150,package lost nobody wants to contact UPS on my behalf. amazon website says package delivered however ups tracking says unable to locate package.,digital_services_technical,missing_delivered_package,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_151,I have 9 devices registered with my Echo so why can't I create any Scenes with them? <URL>,digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_152,"I know there is Kindle Audio Upgrade. But is it possible the other way round, too, if I already have the Audio book?",digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
golden_153,glad I can watch Thursday night football with prime. But please address the quality and consistency with your streaming service when it comes to live football. Thank you.,digital_services_technical,digital_services_technical,"Identify digital device or streaming service (Kindle, Fire TV, Alexa, Prime Video), offer initial troubleshooting steps (restart device, check app update, verify network), and link to device support hub.",Offer relevant first-line troubleshooting step for device/app; avoid promising unverified hardware replacements; point to official device help page.,VERIFIED,
