example_id,conversation_id,brand,primary_intent,primary_intent_name,secondary_intent,secondary_intent_name,difficulty,response_type,customer_message,expected_behavior,gold_response_guidance,reference_support_response,source_reference,split
golden_051,conv_2565636,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,Yes of course. They referred me to you. There’s no pending payments showing either. I’ve been a loyal Amazon customer for years &amp; have had refunds before and never had an issue. I can screenshot you my bank statement- the money is not there. You are the 7th person I’ve spoken to,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,"Lizzie, I am sorry a resolution has not been made. We'd like for our team to directly look into this. Can you use the following link to provide details of the issue? <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0075363,test
golden_052,conv_802375,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,are people are not vele. you should open mutual fund. Take money and refund after a year without any interest. <URL>,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,Sorry for the hassle. Please report this to our support team here: <URL> and we'll check this.,test/amazon_escalation_pairs_test.jsonl#pair_0029497,test
golden_053,conv_1311532,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,"pathetic customer service continues. Pack not picked up despite 10+calls &amp; no site of refund despite commitments.
CC","Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,Please drop your details here: <URL> so that we can get in touch with you. (2/2),test/amazon_escalation_pairs_test.jsonl#pair_0045397,test
golden_054,conv_576517,AmazonHelp,returns_and_refunds,Returns & Refunds,,,easy,resolution,your customer care is very poor.i don't no my return status . It is still pending after a month. Do something.,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,I’m sorry about the delay regarding the return. Please drop in your details here: <URL> We’ll look into it.,test/amazon_resolution_pairs_test.jsonl#pair_0022706,test
golden_055,conv_2485570,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,medium,resolution,"We purchased an item last year which became faulty and replacement was organised. Unfortunately the wrong item was given to the driver and we are trying to get it returned. The faulty item has been returned, and new one delivered.","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"I am very sorry to hear this, can I ask for you to follow the link below to see what options you have for the return of the item please: <URL> Thanks.",test/amazon_resolution_pairs_test.jsonl#pair_0073078,test
golden_056,conv_298481,AmazonHelp,damaged_defective_item,Damaged or Defective Item,returns_and_refunds,Returns & Refunds,hard,escalation,"Return not accepted,absolutely no adhesive was there in d tempered glass which makes d order meaningless.replace d defective product asap","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,We apologize for the inconvenience. Could you confirm if you've contact our support team here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0010397,test
golden_057,conv_799699,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,hard,escalation,"as usual another broken promise from Amazon , customer service leaves a lot to be desired ! Even after being given chance after chance !","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"Hey Richard, without divulging any personal information, could you explain the problem that you've been having?",test/amazon_escalation_pairs_test.jsonl#pair_0029408,test
golden_058,conv_2754613,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,medium,resolution,"Hey , next time you ship me glassware, can you use sufficient padding and maybe actually mark ""fragile"" or ""glass"" somewhere on the external box? Miraculously only one of my 12 glasses was broken though.","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"I'm so terribly sorry one of your glasses arrived broken, Alexis! You can view available refund/replacement options here: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0080179,test
golden_059,conv_1453757,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,hard,escalation,I have ordered canon1300d worth rs 21000 dslr camera and they sent me broken 500rs speakers inside the box... <URL>,"Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"We're following up on your concern, here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0049965,test
golden_060,conv_224250,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,hard,escalation,You sent me this broken gamepad and still didnt take it back ! <URL>,"Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,Apologies for the unpleasant experience. Kindly reach our support team here: <URL> We'll have it checked.,test/amazon_escalation_pairs_test.jsonl#pair_0006872,test
golden_061,conv_1343602,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,hard,escalation,"The same driver that reversed into my fence, delivered a damaged package with liquid pouring out of it &amp; said I just deliver it","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,I'm sorry for the poor delivery experience. Please call us so we can look at this together: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0046369,test
golden_062,conv_1219972,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,medium,resolution,"I purchased a laptop in feb-17 with 1 year warranty, on Lenovo website the warranty has already expired. It was bought in sept-16.","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,Sorry to learn about the problem with warranty. Did you report this to our support team here : <URL> ?,test/amazon_resolution_pairs_test.jsonl#pair_0042370,test
golden_063,conv_361021,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,hard,escalation,"I purchased a Amazon fire from you in August, the screen cracked - literally had a minor scratch &amp; split. Is it under guarantee.","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,Oh no! I'm sorry your Kindle Fire is damaged! Please phone us here: <URL> to discuss avail options.,test/amazon_escalation_pairs_test.jsonl#pair_0013568,test
golden_064,conv_2319753,AmazonHelp,damaged_defective_item,Damaged or Defective Item,returns_and_refunds,Returns & Refunds,hard,clarification,"Yes...guaranteed delivery on Friday, then satuday, then Sunday, then today, have been offered $5, $20 and 30% refund (on $27 purchase)my word to my client has been damaged, based on failed guarantees and lies from Cust. Svc if I was told the truth, I could have salvaged client :(","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,I'm very sorry to hear this. When you spoke to us last about this what advice were you given?,test/amazon_clarification_pairs_test.jsonl#pair_0068402,test
golden_065,conv_2664110,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,easy,resolution,order # 111-3489182-1231424 shows up like this today. 2nd package in 2 weeks that has arrived damaged due to shoddy packaging. Not pleased at all <URL>,"Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,Oh no! I'm so sorry you package arrived like this! Please reach out to us here: <URL> so we can look into this for you. We want to get this taken care of!,test/amazon_resolution_pairs_test.jsonl#pair_0077833,test
golden_066,conv_1743707,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,hard,escalation,Hiya - delivered by 'Amazon Shipping' according to the app. Haven't opened the box to check. Not sure I want to open / accept it damaged,"Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"We'd like to look into this further with you. When you have a moment, please contact us here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0058111,test
golden_067,conv_1118002,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,medium,resolution,I ordered Moto M on . They sent a defective piece. Now not giving replacement. This happened twice. Fake festive offers,"Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,Apologies for the trouble with the replacement of the order. I'd like to take a closer look at this. ^AK (1/2),test/amazon_resolution_pairs_test.jsonl#pair_0039361,test
golden_068,conv_2881913,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,easy,resolution,"How do I see my messages? Need to send some photos to a seller since they requested them, (defective product) but unsure if attaching them to an email would work.","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"Attaching pictures in a reply to the messages you have received should work. However, you can also contact the seller through our online communications manager. You can find instruction here: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0084325,test
golden_069,conv_512388,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,hard,escalation,why did you send me a product that has already been marked as damaged? <URL>,"Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,I'm sorry you were sent this product. We would like to look into available options with you. Please reach out to us by phone here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0020329,test
golden_070,conv_1263947,AmazonHelp,damaged_defective_item,Damaged or Defective Item,returns_and_refunds,Returns & Refunds,hard,resolution,I had requested for return of defective mobile but nobody came for pickup it has been more than week. Bad service...disappointed,"Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"Our apologies for the delay with the return pick up. Please reach out to us, (1/2)",test/amazon_resolution_pairs_test.jsonl#pair_0043891,test
golden_071,conv_419645,AmazonHelp,damaged_defective_item,Damaged or Defective Item,returns_and_refunds,Returns & Refunds,hard,escalation,"Here's my order no. 4__credit_card__. Two times defective product was delivered to me. Kindly refund my money in my bank A/c, not in wallet","Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​",test/amazon_escalation_pairs_test.jsonl#pair_0015988,test
golden_072,conv_1323482,AmazonHelp,damaged_defective_item,Damaged or Defective Item,,,hard,escalation,Worst product on Amazon.its provide defective product and also worst servise. don’t buy on this Amazon❌🚫,"Express genuine regret for damaged or defective item, reassure customer that replacement or refund is available, and guide them to Returns Center for a prepaid replacement label.",Apologize for damaged condition; outline replacement or return steps; do not request the customer pay for return shipping on defective goods.,"I'm sorry about the situation. We'd like to help you, kindly connect with us here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0045741,test
golden_073,conv_1034697,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,easy,resolution,"Already done. The problem is thet the order doesn't appear in any list, ordered nor cancelled. But to all our calls employees said: pending","Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,Thanks for confirming- Some orders require longer in the dispatch process.,test/amazon_resolution_pairs_test.jsonl#pair_0036850,test
golden_074,conv_2446270,AmazonHelp,order_cancellation,Order Cancellation & Modification,prime_membership,Amazon Prime & Subscriptions,hard,resolution,"Received my package today, 2 days late. This happens far too often. I pay for a Prime membership because I want the 2 day shipping. If all I get for my money is basically standard shipping with a fake delivery notice on day 2 I might as well cancel my membership.","Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,I definitely understand your frustration. We'd like to escalate these details for improvement. Please reach out to us here so we can leave carrier feedback on your behalf: <URL>,test/amazon_resolution_pairs_test.jsonl#pair_0071816,test
golden_075,conv_2406868,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,i cancelled my subscription through your website so why didn't it show i cancelled it?,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,Hmm... I'm not quite sure why that is. Please contact us here: <URL> so we may better research this for you. Thank you,test/amazon_escalation_pairs_test.jsonl#pair_0070846,test
golden_076,conv_1189446,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,"You sent me 4 payment failure, cancellation, delivery texts. I am confused. Is it because of Amazon Pay? What’s happening?","Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,That's unusual. Please connect with us here: <URL> and we'll take a closer look.,test/amazon_escalation_pairs_test.jsonl#pair_0041301,test
golden_077,conv_622375,AmazonHelp,order_cancellation,Order Cancellation & Modification,prime_membership,Amazon Prime & Subscriptions,hard,resolution,is there an email to cancel my prime membership? The app chat is a disaster. As is your prime service.,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,"I'm sorry for your poor experience! This isn't the expectation we've set. If you'd still like to cancel your Prime Membership, you can do so here: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0024036,test
golden_078,conv_581886,AmazonHelp,order_cancellation,Order Cancellation & Modification,returns_and_refunds,Returns & Refunds,hard,escalation,"Refund is received 259 .
Item purchase price 285
Order cancel by mistake of your. 
&amp; You deducted 25. 
What's my fault?","Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,"That's unusual, Mayur. Certainly not the kind of experience we'd want you to have. We'd like to have a closer look at this. Kindly drop in your details here: <URL> and we'll reach out to you.",test/amazon_escalation_pairs_test.jsonl#pair_0022895,test
golden_079,conv_215145,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,"hello, my order hasn't arrived at the estimated delivery date so i want to cancel it.","Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,Sorry about the delay. Could you confirm if your order was placed on Amazon.in or <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0006639,test
golden_080,conv_608047,AmazonHelp,order_cancellation,Order Cancellation & Modification,returns_and_refunds,Returns & Refunds,hard,clarification,ordered prime item. delivery next day. next day comes... nothing and now parcel is due tomorrow. Why do I pay for premium delivery? Cancelled it and now I have to wait for them to refund something they never sent... thinking I should cancel my prime now. Pointless.,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,I'm sorry to hear of this. Did you get an email to say why there was a delay with your delivery?,test/amazon_clarification_pairs_test.jsonl#pair_0023743,test
golden_081,conv_1573600,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,"my order 171-0469366-3530742(echo dot) delivery date today, it is delyaed. If it is not delivered tomorrow morning, will cancel it","Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,Sorry for the delay. Please contact us here: <URL> so that we can assist you accordingly. 1/2,test/amazon_escalation_pairs_test.jsonl#pair_0053496,test
golden_082,conv_2408686,AmazonHelp,order_cancellation,Order Cancellation & Modification,prime_membership,Amazon Prime & Subscriptions,hard,escalation,Hmm my last 3 orders with have either not been delivered or delivered late ... time to cancel my Prime membership?!,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,"I apologize for the recent poor experiences, Hayley! This is not the level of service we expect to provide. Please give us a chance to get things sorted with you via phone/chat: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0070878,test
golden_083,conv_944164,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,To call you hv blocked my no. N mail you don't reply. I urge you please cancel my order it was my mistake I choose,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,We've responded to your query here: <URL> Kindly check.,test/amazon_escalation_pairs_test.jsonl#pair_0034003,test
golden_084,conv_2948187,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,"Ordered #OnePlus5T
This time too lied as 1Day #GuarantyDelivery. Every time U guys delayed my order, Now Canceling my #Order ,will never buy . #FalsePromised
#FalseSeller 
#cheapCourier #CheapManagment 
#CheapAmazon <URL>","Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,That was unexpected. We'd like to take a look into this. Kindly drop your details here: <URL> and we'll get in touch with you soon,test/amazon_escalation_pairs_test.jsonl#pair_0086980,test
golden_085,conv_83360,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,easy,resolution,please forward me a customer service contact. I have been billed for 2 items which I previously cancelled.,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,"Sorry to hear you have not received your funds back. If you have canceled the items prior to the items being shipped out, the charge would be an authorization on your account. More information regarding authorizations can be found here: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0002412,test
golden_086,conv_1688936,AmazonHelp,order_cancellation,Order Cancellation & Modification,prime_membership,Amazon Prime & Subscriptions,hard,escalation,So is it worth me cancelling prime?,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,"I'm sorry that you are thinking of canceling your subscription. We strive to offer you the best Black Friday Sales and Cyber Week Deals. During this time, deliveries may take slightly longer than usual. You can manage your membership here:<URL>",test/amazon_escalation_pairs_test.jsonl#pair_0056466,test
golden_087,conv_1655115,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,"920019__credit_card__ 
Honestly, just cancel it. Should have just gone to Walmart. USPS can’t be trusted to deliver on time","Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,"For further assistance with canceling your order, please contact us here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0055592,test
golden_088,conv_1485755,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,so I cancelled my subscription like months ago and money is still being taken from my account I never use amazon,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,I'm sorry for the trouble! We would love to help you with the issue via phone or chat here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0050812,test
golden_089,conv_1429497,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,hard,escalation,I have! My subscription is cancelled are still charging me.. why?,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,Apologies. Please reach out - <URL> so we can look into your concern further. Keep us posted.,test/amazon_escalation_pairs_test.jsonl#pair_0049279,test
golden_090,conv_1516103,AmazonHelp,order_cancellation,Order Cancellation & Modification,,,medium,clarification,whats happening with that persona 5 artbook? keeps being delayed i need some info or will have to cancel im afraid,"Assess order dispatch stage, direct customer to 'Your Orders' for immediate cancellation if not shipped, or explain return-upon-delivery workflow if already dispatched.",Direct customer to Your Orders to check if cancellation is still possible; clarify that shipped orders cannot be cancelled directly and must be returned.,I'm sorry for the trouble this has caused; were you provided with an updated delivery estimate for the art book?,test/amazon_clarification_pairs_test.jsonl#pair_0051907,test
golden_091,conv_1119579,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,medium,clarification,won't add my bank account information as a payment option??,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Hey, are you getting an error when you are trying to add it?",test/amazon_clarification_pairs_test.jsonl#pair_0039429,test
golden_092,conv_2501953,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,Wondering when you purchase a gift card through your Amazon account... is that an electronic gift card (aka code) or a physical gift card?,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,Thanks for reaching out! We have both physical cards and electronic copies available. More info here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0073490,test
golden_093,conv_1117036,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,"As per offer if I buy product through Amazon pay, then 10% cashback should get to Amazonpay balance account.Out of 3 item puma shoes casbak","Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,Sorry for the trouble with the cashback. Kindly report this to our support team here: <URL> ^AK (1/2),test/amazon_escalation_pairs_test.jsonl#pair_0039326,test
golden_094,conv_968220,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,I'm thinking it's bc the visa was purchased with someone else's credit card with another zipcode,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,Reasons for the cancellation can be found in the e-mail sent to you. Do you see it here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0034571,test
golden_095,conv_2807301,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,easy,resolution,please help me. I loaded a visa gift card into my payment methods and the site won’t let me make purchases with it. Ideas?,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Hrm! That is rather strange Ian! When you try to use the card, what error message do you get? Have you checked to make sure you entered in all of the relevant data correctly when you registered the card?",test/amazon_resolution_pairs_test.jsonl#pair_0081711,test
golden_096,conv_2216680,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,"Please help me with my Order # 403-9241209-8411545
By mistake the billing address and shipping address got swapped. Request you to try and get the product delivered on my billing address instead of shipping address.","Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Please don't provide your email address via Twitter, as we consider it to be personal information. Our page s visible to public. 2/2",test/amazon_escalation_pairs_test.jsonl#pair_0064644,test
golden_097,conv_1724692,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,money debited from bank but isn’t credited to amazon pay balance please sew to this asap <URL>,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,I'm sorry to know about this. Please contact us here : <URL> so that we can assist you accordingly.,test/amazon_escalation_pairs_test.jsonl#pair_0057449,test
golden_098,conv_1252970,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,I was charged 79 pounds and I use .co.uk,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Sorry about that, you can cancel here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0043426,test
golden_099,conv_788663,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,need help. Want duplicate invoice of a purchase done whose account details are not available but shipping details are available,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Use this link to print invoice.
<URL> . (2/2)",test/amazon_escalation_pairs_test.jsonl#pair_0029022,test
golden_100,conv_1689520,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,"Hi I’ve had 3 payments come out of my bank account to you but placed only one order, can you look into please","Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,"Sorry for those charges, Amber! Let's take a look in real time w/ you here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0056508,test
golden_101,conv_654356,AmazonHelp,payment_and_billing,"Payment, Charges & Billing",,,hard,escalation,I’ve been ripped off so much by I’ve been charged twice (£78 total) for a game. What is my life 🙃🙃🙃🙃,"Acknowledge billing or payment discrepancy, advise verifying pending authorizations with bank, and provide secure customer service billing link while warning against sharing sensitive card details publicly.",Advise checking order invoice and pending bank charges; provide official payment support link; strictly warn against posting card or bank numbers on public social channels.,I'm sorry for the trouble. We're here to help! Please call or chat in so we can look at available resolution options here: <URL> Keep us updated how that goes.,test/amazon_escalation_pairs_test.jsonl#pair_0024910,test
